name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
I Can't Stop Loving You,Ray Charles,0.31,0.279,5,-13.552,1,0.0308,0.815,0.0,0.318,0.377,79.397,256120,3
Mack the Knife,Bobby Darin,0.549,0.529,3,-12.291,0,0.108,0.76,0.0,0.206,0.464,82.755,184333,4
True Love Ways,Buddy Holly,0.221,0.124,10,-19.545,1,0.0346,0.8,0.103,0.316,0.276,82.727,168707,4
Great Balls Of Fire,Jerry Lee Lewis,0.468,0.527,7,-13.897,0,0.0683,0.554,0.0,0.061,0.855,159.501,116467,4
Summertime Blues,Eddie Cochran,0.717,0.883,9,-8.686,0,0.0608,0.125,0.167,0.176,0.942,156.299,119360,4
Smile,Nat King Cole,0.226,0.136,5,-19.203,0,0.0327,0.862,8.07e-06,0.302,0.263,79.37,173267,5
Johnny B. Goode,Chuck Berry,0.516,0.798,10,-9.049,1,0.083,0.738,0.000128,0.305,0.969,168.195,161560,4
Wake up Little Susie,The Everly Brothers,0.709,0.62,2,-9.382,1,0.034,0.318,0.0,0.0426,0.936,93.723,123520,4
Dream Lover,Bobby Darin,0.526,0.774,5,-1.692,1,0.0459,0.715,0.0,0.437,0.715,131.715,150706,4
Volare (Nel Blu Di Pinto Di Blu) - Remastered,Dean Martin,0.612,0.144,6,-12.204,0,0.0352,0.88,0.0,0.203,0.343,128.629,181627,4
Jambalaya (On The Bayou),Fats Domino,0.605,0.845,6,-8.672,0,0.0596,0.819,0.000267,0.253,0.965,75.322,144067,4
Sea Of Love,Phil Phillips,0.289,0.353,7,-12.302,1,0.0292,0.862,1.35e-06,0.172,0.312,85.436,144600,4
Everyday,Buddy Holly,0.747,0.219,3,-12.562,1,0.0371,0.584,2.57e-05,0.107,0.498,135.562,129120,4
"Love Me Tender - From the 20th Century-Fox CinemaScope Production, ""Love Me Tender""",Elvis Presley,0.396,0.0373,9,-18.642,1,0.0416,0.907,4.41e-05,0.111,0.302,103.051,161360,3
(‘Til) I Kissed You,The Everly Brothers,0.58,0.356,10,-12.894,0,0.0387,0.338,0.0,0.335,0.7,140.647,147587,4
Unforgettable,Nat King Cole,0.349,0.182,5,-13.507,1,0.031,0.92,0.0152,0.143,0.178,136.094,191973,3
Twilight Time,The Platters,0.408,0.366,9,-10.434,1,0.0296,0.869,0.0,0.267,0.294,77.711,164400,4
You Send Me,Sam Cooke,0.538,0.226,4,-13.817,0,0.0288,0.945,0.0,0.125,0.553,96.951,163560,4
Ain't That A Shame,Fats Domino,0.486,0.501,4,-8.57,1,0.0326,0.767,7.6e-05,0.0679,0.942,122.894,152200,4
Broken Hearted Melody,Sarah Vaughan,0.448,0.5,7,-11.304,1,0.0356,0.744,0.0,0.191,0.768,132.443,143267,4
Peggy Sue,Buddy Holly,0.676,0.424,9,-8.132,1,0.0329,0.947,0.000494,0.119,0.493,148.373,150960,4
Bye Bye Love,The Everly Brothers,0.558,0.556,9,-8.358,1,0.0564,0.684,0.0,0.0869,0.905,169.259,144300,4
"Good Golly, Miss Molly",Little Richard,0.57,0.863,7,-10.82,1,0.0526,0.581,0.00412,0.313,0.909,163.837,128640,4
Cheek To Cheek,Ella Fitzgerald,0.648,0.306,0,-13.395,1,0.0883,0.588,0.0,0.252,0.661,122.027,351893,4
Blue Suede Shoes,Elvis Presley,0.557,0.66,2,-7.706,1,0.056,0.654,1.66e-06,0.138,0.962,95.252,119200,4
Tennessee Waltz,Patti Page,0.468,0.171,5,-10.905,1,0.0303,0.957,3.74e-05,0.142,0.357,86.525,183573,3
He'll Have to Go,Jim Reeves,0.554,0.186,1,-15.846,1,0.0379,0.909,0.00144,0.11,0.2,81.181,138640,3
Summertime,Louis Armstrong,0.2,0.11,6,-16.646,0,0.0357,0.906,0.000153,0.0959,0.162,171.751,299067,5
Rave On,Buddy Holly,0.566,0.711,0,-6.536,1,0.0335,0.611,6.59e-06,0.417,0.961,159.629,109960,4
The Great Pretender,The Platters,0.425,0.401,7,-9.427,1,0.0315,0.943,3.44e-06,0.072,0.531,115.71,160667,3
Heartbreak Hotel,Elvis Presley,0.696,0.21,4,-11.922,1,0.067,0.84,1.62e-06,0.107,0.717,93.543,127560,4
Living Doll - 2003 Remaster,Cliff Richard & The Drifters,0.572,0.463,9,-7.782,1,0.0517,0.527,0.0,0.0958,0.764,62.658,156787,4
I Get A Kick Out Of You,Frank Sinatra,0.395,0.375,5,-10.966,0,0.0381,0.555,0.0,0.576,0.775,178.105,194093,4
Blue Skies,Ella Fitzgerald,0.464,0.391,0,-5.115,1,0.0483,0.892,0.0,0.0521,0.649,158.894,226213,4
Whole Lot of Shakin' Going On,Jerry Lee Lewis,0.377,0.626,0,-9.662,1,0.033,0.832,6.46e-05,0.188,0.678,161.468,172400,4
Tutti Frutti,Little Richard,0.555,0.658,5,-3.866,1,0.0541,0.793,0.0,0.118,0.937,184.835,144227,4
Maybellene,Chuck Berry,0.762,0.81,0,-10.395,1,0.0818,0.811,0.0,0.139,0.735,117.48,141224,4
Baby (You've Got What It Takes),Dinah Washington,0.69,0.508,8,-9.92,1,0.0469,0.851,0.000185,0.496,0.818,132.892,164400,4
It Doesn't Matter Anymore,Buddy Holly,0.665,0.179,7,-16.727,1,0.0367,0.806,0.0,0.189,0.856,115.203,124000,4
Blue Moon,Billie Holiday,0.639,0.269,8,-11.435,1,0.0698,0.982,0.12,0.141,0.539,124.866,207827,4
Poor Little Fool - Remastered,Ricky Nelson,0.474,0.338,0,-11.528,1,0.0299,0.648,0.0,0.13,0.81,154.596,153933,4
Personality,Lloyd Price,0.591,0.454,5,-8.936,1,0.0322,0.744,0.0,0.0989,0.865,128.909,157733,4
"Goodnite, It's Time to Go (Goodnight Sweetheart, Goodnight)",The Spaniels,0.375,0.318,9,-9.923,0,0.0423,0.655,0.000198,0.422,0.358,76.638,160373,4
I Walk the Line,Johnny Cash,0.713,0.258,9,-14.59,1,0.0384,0.877,0.00606,0.0967,0.56,98.805,176533,4
(We're Gonna) Rock Around The Clock,Bill Haley & His Comets,0.811,0.859,9,-6.317,1,0.168,0.205,3.73e-06,0.0761,0.784,90.686,129893,4
You Make Me Feel So Young - Remastered 1998,Frank Sinatra,0.577,0.306,9,-11.559,1,0.0427,0.383,0.0,0.18,0.568,125.166,177400,4
Roll Over Beethoven,Chuck Berry,0.713,0.793,3,-10.138,1,0.21,0.81,0.0,0.198,0.804,92.713,144600,4
Just A Gigolo - Remastered,Louis Prima,0.525,0.403,8,-11.987,1,0.0945,0.597,0.0,0.0565,0.718,125.187,283200,4
Stagger Lee,Lloyd Price,0.439,0.638,3,-6.859,1,0.0307,0.707,0.0,0.175,0.781,69.57,144627,4
Not Fade Away,Buddy Holly & The Crickets,0.799,0.475,9,-13.142,1,0.0413,0.835,0.0,0.275,0.92,95.966,142773,4
Magic Moments,Perry Como,0.714,0.253,0,-15.16,0,0.0433,0.922,4.91e-06,0.173,0.695,104.302,161855,4
Be-Bop-A-Lula,Gene Vincent & His Blue Caps,0.607,0.561,9,-10.099,1,0.0425,0.421,0.0,0.298,0.841,127.638,157207,3
Buona Sera - Remastered,Louis Prima,0.547,0.3,3,-13.973,1,0.107,0.777,0.0,0.0653,0.811,97.793,187200,4
"Hallelujah, I Love Her So",Ray Charles,0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,0.623,73.203,155507,4
C’Mon Everybody,Eddie Cochran,0.627,0.7,3,-9.657,1,0.0522,0.121,0.0111,0.188,0.856,175.33,118227,4
It's Only Make Believe - Single Version,Conway Twitty,0.542,0.531,11,-6.698,1,0.0384,0.887,0.0011,0.127,0.344,126.018,132107,4
Jambalaya (On The Bayou),Hank Williams,0.526,0.291,7,-10.694,1,0.0346,0.706,0.0,0.0651,0.886,164.02,172133,4
Chances Are - Single Version,Johnny Mathis,0.31,0.254,10,-12.2,1,0.0343,0.897,3.25e-06,0.107,0.296,77.512,181400,1
I'm Walkin',Fats Domino,0.729,0.555,1,-13.056,1,0.0483,0.678,0.184,0.155,0.979,109.005,135093,4
Move It - 2002 Remaster,Cliff Richard & The Drifters,0.625,0.852,4,-4.83,1,0.0341,0.692,0.000487,0.293,0.931,82.142,141813,4
Chantilly Lace,The Big Bopper,0.489,0.806,3,-6.054,1,0.0858,0.841,2.96e-05,0.0687,0.944,172.269,145267,4
"Shake, Rattle And Roll - Single Version",Bill Haley & His Comets,0.671,0.679,5,-11.237,1,0.142,0.159,0.0,0.158,0.82,166.722,150467,4
Reet Petite,Jackie Wilson,0.664,0.66,5,-6.526,1,0.13,0.447,0.0,0.298,0.873,84.345,169240,4
Lucille,Little Richard,0.682,0.839,6,-9.186,1,0.0466,0.336,0.000571,0.17,0.953,145.051,142400,4
You Belong To Me,Jo Stafford,0.371,0.145,5,-14.587,1,0.0315,0.945,0.0,0.112,0.167,68.722,192560,4
Banana Boat (Day-O),Harry Belafonte,0.797,0.105,1,-16.881,1,0.0969,0.885,0.000116,0.108,0.419,122.545,183133,4
Maybe Baby,The Crickets,0.602,0.597,9,-7.73,1,0.0303,0.714,0.0,0.0863,0.866,137.001,121133,4
Walkin' After Midnight,Patsy Cline,0.562,0.194,0,-15.364,1,0.0448,0.795,0.0,0.322,0.773,135.903,154027,3
Jailhouse Rock,Elvis Presley,0.647,0.582,10,-9.538,0,0.0755,0.41,1.93e-06,0.0715,0.915,167.396,146480,4
Diana,Paul Anka,0.551,0.576,7,-8.49,1,0.0325,0.762,0.0,0.803,0.919,142.814,140520,4
Love & Marriage,Frank Sinatra,0.69,0.244,10,-10.011,1,0.0364,0.919,0.0,0.218,0.598,110.977,155747,4
Oh Boy! - Overdubbed Version,Buddy Holly,0.543,0.619,9,-7.518,1,0.0377,0.777,0.0,0.109,0.846,96.842,127680,4
Sweet Little Sixteen,Chuck Berry,0.549,0.521,0,-10.294,1,0.0438,0.57,0.0,0.0996,0.939,166.072,190400,4
Hound Dog,Elvis Presley,0.494,0.756,0,-8.492,1,0.0499,0.733,0.00505,0.76,0.949,86.895,136027,4
Rebel Rouser,Duane Eddy,0.388,0.434,7,-11.997,1,0.0354,0.789,0.954,0.728,0.873,206.313,153533,4
"The Theme From ""A Summer Place""",Percy Faith,0.311,0.455,0,-10.15,1,0.0311,0.27,0.919,0.47,0.845,186.162,142333,3
Stupid Cupid,Connie Francis,0.609,0.749,3,-6.147,1,0.0363,0.831,1.45e-06,0.039,0.967,135.702,134211,4
Mannish Boy,Muddy Waters,0.598,0.735,2,-10.882,1,0.0973,0.44,0.000215,0.681,0.615,111.129,321133,3
Love Letters In The Sand - Single Version,Pat Boone,0.571,0.196,3,-13.216,1,0.0278,0.811,0.0,0.142,0.555,88.728,134560,4
Sixteen Tons,Tennessee Ernie Ford,0.693,0.324,11,-15.085,1,0.205,0.796,0.0,0.246,0.382,144.14,158307,4
Come Fly With Me - Remastered,Frank Sinatra,0.574,0.338,6,-11.376,1,0.042,0.845,0.0,0.165,0.493,67.008,199093,4
Money (That's What I Want),Barrett Strong,0.656,0.84,5,-7.349,1,0.0323,0.342,0.0,0.108,0.954,132.335,160267,4
Rock And Roll Music,Chuck Berry,0.524,0.785,8,-6.118,1,0.0467,0.44,0.00125,0.0565,0.914,165.799,151773,4
Dream a Little Dream of Me (with Paul Weston & His Music From Hollywood),Doris Day,0.386,0.125,0,-17.695,1,0.0394,0.921,6.42e-06,0.0919,0.254,147.721,223373,4
Fever,Peggy Lee,0.742,0.0899,9,-19.187,0,0.158,0.0906,0.0,0.113,0.351,137.473,201333,4
La Bamba - Single Version,Ritchie Valens,0.516,0.809,0,-6.419,1,0.0545,0.787,0.000331,0.303,0.939,75.099,126960,4
It's All In The Game,Tommy Edwards,0.546,0.167,3,-16.085,1,0.0308,0.845,0.0181,0.127,0.628,70.564,158053,4
Come Softly To Me,The Fleetwoods,0.601,0.095,1,-18.478,1,0.0374,0.93,0.000285,0.116,0.672,122.975,144933,4
I'm A Man,Bo Diddley,0.514,0.539,3,-15.628,1,0.0402,0.296,0.0,0.184,0.853,85.368,164547,4
They Can't Take That Away From Me,Ella Fitzgerald,0.563,0.136,3,-17.402,1,0.0683,0.87,0.0,0.106,0.368,104.928,280000,4
Oh! Carol,Neil Sedaka,0.584,0.743,8,-7.039,0,0.0463,0.766,0.0,0.319,0.815,132.747,135773,4
Yakety Yak,The Coasters,0.715,0.669,7,-9.491,1,0.128,0.705,0.000732,0.044,0.976,120.789,113040,4
Lonely Boy,Paul Anka,0.623,0.605,0,-9.923,1,0.0306,0.352,0.0,0.101,0.804,106.163,151107,3
Autumn in New York - 2003 Remastered Version,Billie Holiday,0.544,0.132,7,-11.735,0,0.0477,0.963,8.59e-05,0.101,0.286,71.178,221413,4
Why Do Fools Fall In Love,Frankie Lymon & The Teenagers,0.43,0.558,1,-6.549,1,0.0844,0.534,0.000507,0.0914,0.779,172.756,140827,4
Rip It Up,Little Richard,0.895,0.636,5,-6.043,1,0.06,0.672,3.31e-06,0.0207,0.967,95.922,141400,4
Splish Splash,Bobby Darin,0.645,0.943,0,-1.526,1,0.0393,0.385,0.0,0.37,0.965,147.768,131720,4
Pennies From Heaven,Louis Prima,0.515,0.408,8,-11.96,1,0.194,0.452,0.0,0.0682,0.915,185.767,141667,4
Bo Diddley,Bo Diddley,0.809,0.701,0,-12.484,1,0.0574,0.176,0.0,0.184,0.563,105.696,149013,4
Venus - Bonus Track,Frankie Avalon,0.526,0.488,10,-12.645,1,0.0296,0.601,1.31e-05,0.094,0.718,115.194,141987,4
Only You (And You Alone),The Platters,0.411,0.28,3,-11.961,1,0.0285,0.956,0.0,0.12,0.309,80.337,155693,4
Little Bitty Pretty One,Thurston Harris,0.703,0.883,8,1.085,1,0.241,0.777,2.02e-06,0.0562,0.887,88.351,143067,4
"See You Later, Alligator",Bill Haley & His Comets,0.664,0.702,10,-11.841,0,0.0671,0.313,2.06e-06,0.369,0.737,156.987,165360,4
I Saw The Light - Single Version,Hank Williams,0.349,0.265,7,-11.381,1,0.0324,0.95,0.000118,0.165,0.48,204.656,165960,4
I Only Have Eyes for You,The Flamingos,0.552,0.313,5,-12.41,1,0.0296,0.916,0.0017,0.12,0.303,88.554,202773,3
On The Street Where You Live,Vic Damone,0.291,0.312,10,-10.289,1,0.0363,0.871,0.0,0.142,0.201,115.075,158685,5
Who's Sorry Now,Connie Francis,0.522,0.326,3,-6.448,1,0.0273,0.755,2.26e-05,0.36,0.443,87.535,136627,4
Ready Teddy,Little Richard,0.532,0.678,5,-5.59,1,0.19,0.673,0.0,0.103,0.971,205.973,126680,4
At The Hop,Danny & The Juniors,0.405,0.864,8,-7.642,1,0.0486,0.662,2.12e-05,0.18,0.888,194.875,149973,4
Rags To Riches,Tony Bennett,0.398,0.458,2,-9.131,1,0.0344,0.87,6.01e-06,0.0895,0.546,77.915,171507,4
Papa Loves Mambo,Perry Como,0.674,0.498,0,-10.07,1,0.13,0.512,2.05e-06,0.404,0.747,81.075,162107,4
"Hey, Good Lookin'",Hank Williams,0.785,0.365,7,-9.963,1,0.0377,0.801,0.0,0.0662,0.913,141.167,174293,4
Red River Rock,Johnny & The Hurricanes,0.371,0.813,0,-11.397,1,0.0741,0.0946,0.919,0.272,0.822,153.963,128012,4
"Shout, Pts. 1 & 2",The Isley Brothers,0.489,0.866,10,-7.433,1,0.0933,0.753,0.0,0.876,0.416,138.63,268560,4
Blue Suede Shoes,Carl Perkins,0.633,0.568,9,-11.225,1,0.0323,0.352,6.03e-05,0.154,0.969,84.491,138400,4
Wonderful! Wonderful! (with Ray Conniff & His Orchestra & Chorus) - Single Version,Johnny Mathis,0.25,0.398,7,-9.495,0,0.0301,0.742,4.24e-06,0.0975,0.559,145.178,169547,4
Mr. Blue,The Fleetwoods,0.374,0.0889,4,-17.475,1,0.0356,0.931,6.88e-06,0.111,0.211,96.677,145133,4
Long Tall Sally (The Thing),Little Richard,0.474,0.608,5,-5.139,1,0.0825,0.755,0.0,0.0928,0.888,184.694,127427,4
Somethin' Else,Eddie Cochran,0.625,0.791,2,-10.428,1,0.0711,0.198,0.000144,0.0645,0.967,157.413,125907,4
Lonely Teardrops,Jackie Wilson,0.524,0.478,7,-8.894,1,0.118,0.406,0.0,0.74,0.843,137.133,166213,4
Your Cheatin' Heart,Hank Williams,0.672,0.243,0,-11.634,1,0.0281,0.774,1.79e-05,0.082,0.689,127.716,161640,4
Love Is Here To Stay - Remastered 1998,Frank Sinatra,0.547,0.208,9,-13.458,1,0.0334,0.676,0.0,0.1,0.424,108.999,162840,4
Wild One,Jerry Lee Lewis,0.67,0.878,0,-12.43,1,0.0491,0.745,0.000602,0.326,0.973,97.598,114320,4
Love Is Strange,Mickey & Sylvia,0.629,0.692,0,-6.466,1,0.0295,0.658,0.000463,0.0543,0.842,121.808,174653,4
I've Got a Woman,Ray Charles,0.556,0.61,9,-4.729,1,0.213,0.833,2.22e-06,0.258,0.665,199.373,171467,4
Misty,Johnny Mathis,0.216,0.267,8,-13.561,1,0.0351,0.876,2.7e-05,0.109,0.218,82.098,216573,4
Earth Angel (Will You Be Mine),The Penguins,0.513,0.137,8,-15.146,1,0.0309,0.957,0.0,0.102,0.424,73.24,178667,4
Little Darlin',The Diamonds,0.631,0.587,6,-11.402,1,0.042,0.536,0.29,0.333,0.664,152.851,129333,4
Teach Me Tonight,Dinah Washington,0.558,0.231,5,-11.436,0,0.0812,0.805,0.0,0.142,0.403,73.103,167493,4
My Prayer,The Platters,0.359,0.272,10,-8.393,1,0.0294,0.812,0.0,0.095,0.254,109.249,167800,3
A Teenager In Love,Dion & The Belmonts,0.555,0.377,1,-9.123,1,0.0295,0.671,0.0,0.128,0.619,78.986,158253,4
Born Too Late,The Poni-Tails,0.501,0.311,4,-9.62,1,0.0251,0.672,0.000125,0.174,0.818,85.322,136827,4
Love Potion No.9,The Clovers,0.734,0.59,7,-7.807,1,0.148,0.555,0.0,0.142,0.782,128.817,112280,4
I'm Your Hoochie Coochie Man,Muddy Waters,0.542,0.588,2,-9.268,1,0.0665,0.67,0.158,0.241,0.881,113.948,238533,3
Keep A Knockin,Little Richard,0.335,0.926,8,-8.763,1,0.0958,0.0266,3.13e-06,0.0696,0.948,170.467,137067,4
Let The Good Times Roll,Shirley & Lee,0.502,0.445,1,-9.562,1,0.0688,0.481,0.0,0.0823,0.939,140.988,145653,4
I'm Gonna Get Married,Lloyd Price,0.569,0.514,7,-9.369,1,0.0334,0.765,0.0,0.131,0.63,119.518,143000,4
My Funny Valentine - Remastered,Frank Sinatra,0.257,0.125,11,-14.267,0,0.0332,0.891,0.0,0.108,0.245,84.93,150667,4
"It's Not for Me to Say - From the MGM Film ""Lizzie""",Johnny Mathis,0.328,0.218,8,-12.843,1,0.0383,0.94,0.000169,0.1,0.446,80.584,183227,4
Stand By Me,Ben E. King,0.653,0.334,9,-6.955,1,0.0313,0.411,3.47e-05,0.123,0.665,119.46,174253,4
Here Comes The Sun - Remastered,The Beatles,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733,4
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,0.731,0.837,9,-8.673,1,0.0477,0.000287,0.15,0.0978,0.832,135.603,222747,4
(What A) Wonderful World,Sam Cooke,0.691,0.507,11,-10.23,1,0.0343,0.627,0.0,0.457,0.885,128.518,125440,4
Brown Eyed Girl,Van Morrison,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,183307,4
I Say a Little Prayer,Aretha Franklin,0.59,0.355,9,-14.051,1,0.0352,0.48,0.0,0.0585,0.499,133.03,216773,4
Surfin' U.S.A. - Remastered 2001,The Beach Boys,0.55,0.854,3,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231,149373,4
Ain't No Mountain High Enough,Marvin Gaye,0.669,0.616,11,-10.776,0,0.033,0.482,0.0,0.179,0.818,130.037,151667,4
(Sittin' On) the Dock of the Bay,Otis Redding,0.484,0.312,2,-13.522,1,0.0535,0.724,1.65e-06,0.0601,0.598,205.981,166827,4
I Got You Babe,Sonny & Cher,0.621,0.708,6,-9.057,1,0.0259,0.246,2e-06,0.143,0.624,110.533,193840,3
Daydream Believer,The Monkees,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,179613,4
Son of a Preacher Man,Dusty Springfield,0.405,0.488,4,-10.784,1,0.0678,0.415,0.0,0.0753,0.806,181.624,148000,4
Suspicious Minds,Elvis Presley,0.542,0.722,7,-5.065,1,0.0262,0.0516,1.18e-05,0.131,0.609,115.21,272360,4
"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,0.703,0.563,0,-9.99,1,0.0294,0.374,0.0,0.0933,0.972,127.004,160533,4
To Love Somebody,Bee Gees,0.423,0.384,9,-12.503,1,0.0315,0.729,4.11e-06,0.27,0.521,90.43,182000,4
God Only Knows - Remastered 1997 / Mono,The Beach Boys,0.521,0.487,6,-7.525,0,0.0299,0.253,0.0,0.0579,0.483,117.072,173040,4
"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,244027,4
(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,0.631,0.69,2,-6.676,1,0.0531,0.176,0.0,0.121,0.938,94.574,181067,4
Under the Boardwalk,The Drifters,0.747,0.226,7,-13.635,1,0.0415,0.908,0.000168,0.107,0.778,123.789,161960,4
For Once In My Life,Stevie Wonder,0.524,0.519,6,-11.903,1,0.043,0.195,0.0,0.523,0.847,110.121,169800,4
I'm a Believer - 2006 Remaster,The Monkees,0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106,167373,4
You Can't Hurry Love,The Supremes,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912,167933,4
Dancing In The Street - Single Version,Martha Reeves & The Vandellas,0.561,0.883,11,-1.737,0,0.0367,0.0405,0.0305,0.112,0.749,126.203,160307,4
Gimme Some Lovin' - Single Mix,The Spencer Davis Group,0.493,0.688,7,-8.143,1,0.0321,0.0126,0.256,0.38,0.533,147.403,173973,4
Everyday People,Sly & The Family Stone,0.807,0.497,7,-10.656,1,0.0297,0.307,0.0327,0.043,0.765,114.524,141507,4
Good Vibrations - Remastered 2001,The Beach Boys,0.403,0.495,10,-6.888,0,0.0312,0.387,8.03e-06,0.147,0.38,132.912,217747,4
Homeward Bound,Simon & Garfunkel,0.485,0.378,3,-11.773,1,0.0337,0.831,0.0,0.103,0.528,92.928,149613,4
"Everybody's Talkin' - From ""Midnight Cowboy""",Harry Nilsson,0.402,0.493,4,-9.99,1,0.0357,0.235,3.05e-05,0.229,0.692,124.103,164813,4
I Heard It Through The Grapevine,Marvin Gaye,0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287,194293,4
Where Did Our Love Go - Stereo Version,The Supremes,0.562,0.54,0,-7.875,1,0.0365,0.803,3.86e-06,0.106,0.793,134.676,151440,4
Twistin' the Night Away,Sam Cooke,0.581,0.696,9,-8.75,1,0.108,0.673,0.0,0.322,0.932,160.891,159893,4
Save the Last Dance for Me,The Drifters,0.54,0.53,4,-10.583,1,0.0361,0.614,0.0,0.198,0.896,143.453,154960,4
"Monday, Monday - Single Version",The Mamas & The Papas,0.493,0.467,1,-11.183,1,0.0289,0.757,0.0,0.388,0.731,110.553,205267,4
I Only Want To Be With You,Dusty Springfield,0.582,0.818,7,-4.281,1,0.0332,0.236,0.0,0.253,0.954,132.946,154947,4
Leaving on a Jet Plane,"Peter, Paul and Mary",0.414,0.167,9,-16.519,1,0.0484,0.804,0.0,0.117,0.384,133.45,207240,4
You've Lost That Lovin' Feelin',The Righteous Brothers,0.366,0.317,1,-13.976,1,0.027,0.541,0.0,0.0865,0.398,94.108,225427,4
Proud Mary,Creedence Clearwater Revival,0.699,0.641,2,-7.564,1,0.0289,0.13,0.000218,0.0601,0.728,120.745,187213,4
In the Midnight Hour,Wilson Pickett,0.75,0.444,4,-8.63,1,0.0403,0.12,3.69e-06,0.118,0.849,111.919,157160,4
California Dreamin' - Single Version,The Mamas & The Papas,0.557,0.698,1,-7.471,0,0.039,0.472,0.0,0.057,0.677,112.479,158720,4
Don't Worry Baby - Remastered 2001,The Beach Boys,0.487,0.464,4,-9.821,1,0.03,0.0666,0.00531,0.105,0.851,121.242,169933,4
Up on the Roof,The Drifters,0.693,0.29,8,-17.501,1,0.0334,0.708,1.49e-05,0.137,0.92,121.795,157173,4
Cupid,Sam Cooke,0.474,0.478,7,-8.951,1,0.0343,0.484,0.0,0.0833,0.831,120.326,158613,4
Different Drum,Stone Poneys,0.46,0.389,0,-11.603,1,0.031,0.349,0.0,0.0533,0.606,123.213,159973,4
Wichita Lineman - Remastered 2001,Glen Campbell,0.192,0.392,5,-11.667,1,0.0328,0.326,0.000199,0.248,0.391,172.312,186200,4
The Weight - Remastered,The Band,0.63,0.519,9,-10.997,1,0.0528,0.225,4.3e-06,0.0974,0.502,143.942,278627,4
"Reach Out, I'll Be There",Four Tops,0.619,0.472,3,-11.999,0,0.0296,0.293,0.0,0.168,0.777,119.569,174800,4
Somethin' Stupid,Frank Sinatra,0.257,0.338,4,-12.902,1,0.0357,0.736,0.0,0.252,0.544,207.356,162493,4
"Oh, Pretty Woman",Roy Orbison,0.619,0.603,9,-9.481,1,0.0342,0.712,0.0,0.0721,0.958,127.433,178933,4
Hard to Handle,Otis Redding,0.666,0.55,10,-8.672,1,0.0612,0.573,1.84e-06,0.122,0.961,95.552,141000,4
Wouldn't It Be Nice - Mono / Remastered,The Beach Boys,0.396,0.686,5,-5.607,1,0.0341,0.725,1.04e-06,0.17,0.717,124.318,145800,4
Another Saturday Night,Sam Cooke,0.776,0.659,9,-7.767,1,0.051,0.434,0.0,0.0868,0.969,123.094,160000,4
Eight Days A Week - Remastered 2009,The Beatles,0.652,0.583,9,-7.811,1,0.038,0.412,0.0,0.119,0.744,138.134,163600,4
This Old Heart Of Mine (Is Weak For You),The Isley Brothers,0.632,0.59,5,-10.206,1,0.0305,0.346,0.0,0.24,0.953,130.287,172733,4
The Boxer,Simon & Garfunkel,0.439,0.488,11,-14.464,1,0.0615,0.702,0.000339,0.16,0.629,93.017,308520,4
Everlasting Love,Love Affair,0.499,0.595,4,-10.028,1,0.0384,0.258,0.0,0.487,0.813,120.521,181747,4
Gloria (feat. Van Morrison) - Stereo Version,Them,0.641,0.703,9,-10.434,1,0.0518,0.397,0.00546,0.104,0.722,129.118,156800,4
Waterloo Sunset - Stereo Mix,The Kinks,0.517,0.692,1,-7.273,0,0.0246,0.253,0.0,0.172,0.476,107.958,193293,4
Crazy - Single Version,Patsy Cline,0.471,0.021,10,-24.385,1,0.0366,0.931,1.19e-06,0.103,0.356,107.796,164573,3
River Deep - Mountain High,Ike & Tina Turner,0.389,0.745,3,-6.998,1,0.0384,0.777,0.00159,0.143,0.271,83.037,214880,4
Mustang Sally,Wilson Pickett,0.725,0.327,0,-17.714,1,0.0387,0.113,0.326,0.214,0.688,110.438,187760,4
A Place In The Sun,Stevie Wonder,0.561,0.447,1,-11.389,1,0.0544,0.279,0.0,0.319,0.729,117.784,172960,4
Both Sides Now,Joni Mitchell,0.623,0.156,6,-15.098,1,0.0308,0.912,0.0,0.141,0.329,97.235,274560,4
Honky Tonk Women - Mono Version,The Rolling Stones,0.562,0.779,7,-6.705,1,0.0592,0.363,0.0292,0.066,0.967,119.602,179387,4
"Lay, Lady, Lay",Bob Dylan,0.52,0.179,11,-21.976,0,0.0454,0.356,0.00344,0.131,0.407,155.746,197093,4
(You Make Me Feel Like) A Natural Woman,Aretha Franklin,0.603,0.271,5,-10.083,1,0.0284,0.679,0.0,0.141,0.405,110.89,165333,3
